streetname,gender
"Rue Armand De Neuter - Armand De Neuterstraat",M
"Avenue Gisseleire Versé - Gisseleire Versélaan",M
"Avenue René Comhaire - René Comhairelaan",M
"Place Roi Baudouin - Koning Boudewijnplein",M
"Rue Docteur Charles Leemans - Dokter Charles Leemansstraat",M
"Rue Prosper Préser - Prosper Préserstraat",M
"Rue Jean-Baptiste Vandendriesch - Jean Baptiste Vandendrieschstraat",M
"Rue Joseph Mertens - Joseph Mertensstraat",M
"Avenue Jean Dubrucq - Jean Dubrucqlaan",M
"Avenue Van Volxem - Van Volxemlaan",M
"Rue Alfred Orban - Alfred Orbanstraat",M
"Rue Jef Devos - Jef Devosstraat",M
"Rue Pierre Decoster - Pierre Decosterstraat",M
"Rue Edison - Edisonstraat",M
"Rue Berthelot - Berthelotstraat",M
"Boulevard Sylvain Dupuis - Sylvain Dupuislaan",M
"Rue Polydore Moerman - Polydore Moermanstraat",M
"Rue François Mus - François Musstraat",M
"Rue Adolphe Willemyns - Adolphe Willemynsstraat",M
"Rue Mercator - Mercatorstraat",M
"Square Jules Algoet - Jules Algoetsquare",M
"Rue Pierre Gassée - Pierre Gasséestraat",M
"Rue Edmond Van Cauwenbergh - Edmond Van Cauwenberghstraat",M
"Rue Saint Guidon - Sint-Guidostraat",M
"Cours Saint Guidon - Sint-Guidocorso",M
"Rue de Fierlant - de Fierlantstraat",M
"Rue Jean Morjau - Jean Morjaustraat",M
"Rue Gustaaf Vanden Berghe - Gustaaf Vanden Berghestraat",M
"Rue Martin Van Lier - Martin Van Lierstraat",M
"Rue Haeck - Haeckstraat",M
"Avenue Henri Hollevoet - Henri Hollevoetlaan",M
"Rue Vandernoot - Vandernootstraat",M
"Rue Vanderstichelen - Vanderstichelenstraat",M
"Rue Michel Zwaab - Michel Zwaabstraat",M
"Avenue Julien Hanssens - Julien Hanssenslaan",M
"Rue Pierre-Victor Jacobs - Pierre-Victor Jacobsstraat",M
"Rue Vandenboogaerde - Vandenboogaerdestraat",M
"Rue Le Lorrain - Le Lorrainstraat",M
"Rue Bouvier - Bouvierstraat",M
"Rue André Hennebicq - André Hennebicqstraat",M
"Rue de Ribaucourt - de Ribaucourtstraat",M
"Rue Jules Francqui - Jules Francquistraat",M
"Rue Égide Walschaerts - Égide Walschaertsstraat",M
"Rue Ulens - Ulensstraat",M
"Rue Van Meyel - Van Meyelstraat",M
"Rue Jennart - Jennartstraat",M
"Place Saint-Denis - Sint-Denijsplein",M
"Rue Piers - Piersstraat",M
"Rue Mommaerts - Mommaertsstraat",M
"Rue Adolphe Lavallée - Adolphe Lavalléestraat",M
"Rue Eugène Laermans - Eugène Laermansstraat",M
"Rue Jean-Baptiste Vanpé - Jean-Baptiste Vanpéstraat",M
"Rue Rabelais - Rabelaisstraat",M
"Avenue Tolstoï - Tolstoïlaan",M
"Rue Doyen Fierens - Deken Fierensstraat",M
"Rue Caporal Trésignies - Korporaal Trésigniesstraat",M
"Rue André Baillon - André Baillonstraat",M
"Rue Doyen Adriaens - Deken Adriaensstraat",M
"Parvis Saint-Jean-Baptiste - Sint-Jan-Baptistvoorplein",M
"Avenue Général Dumonceau - Generaal Dumonceaulaan",M
"Rue Vandermaelen - Vandermaelenstraat",M
"Rue Tazieaux - Tazieauxstraat",M
"Rue Wauters-Koeckx - Wauters-Koeckxstraat",M
"Place Voltaire - Voltaireplein",M
"Avenue Édouard Bénès - Édouard Bénèslaan",M
"Avenue Mahatma Gandhi - Mahatma Gandhilaan",M
"Rue Marcel Betbèze - Marcel Betbèzestraat",M
"Rue Révérend Père Pire - Eerwaarde Pater Pirestraat",M
"Rue Joseph Schols - Joseph Scholsstraat",M
"Avenue Jean de la Hoese - Jean de la Hoeselaan",M
"Rue Martin Pfeiffer - Martin Pfeifferstraat",M
"Rue Marcel Grüner - Marcel Grünerstraat",M
"Rue Van Soust - Van Souststraat",M
"Rue Auguste Lumière - Auguste Lumièrestraat",M
"Rue Louis Lumière - Louis Lumièrestraat",M
"Rue Louis Corhay - Louis Corhaystraat",M
"Rue Jean Verbiest - Jean Verbieststraat",M
"Place Edmond Leroy - Edmond Leroyplaats",M
"Rue Joseph Diongre - Joseph Diongrestraat",M
"Avenue Carl Requette - Carl Requettelaan",M
"Avenue Edmond Candries - Edmond Candrieslaan",M
"Avenue Joseph Lemaire - Joseph Lemairelaan",M
"Rue Armand de Saulnier - Armand de Saulnierstraat",M
"Rue Van Wambeke - Van Wambekestraat",M
"Boulevard Edmond Machtens - Edmond Machtenslaan",M
"Avenue Joseph Baeck - Joseph Baecklaan",M
"Rue Dubois-Thorn - Dubois-Thornstraat",M
"Square Edmond Machtens - Edmond Machtenssquare",M
"Rue Van Kalck - Van Kalckstraat",M
"Rue Charles Malis - Charles Malisstraat",M
"Rue Alfred Dubois - Alfred Duboisstraat",M
"Rue De Koninck - De Koninckstraat",M
"Rue Henri Nogent - Henri Nogentstraat",M
"Rue Docteur Charles Beudin - Dokter Charles Beudinstraat",M
"Rue Reimond Stijns - Reimond Stijnsstraat",M
"Place Jef Mennekens - Jef Mennekensplaats",M
"Rue Verheyden - Verheydenstraat",M
"Rue Jean-Baptiste Janssen - Jean-Baptiste Janssenstraat",M
"Rue Jules Delhaize - Jules Delhaizestraat",M
"Rue Pierre-J. Demessemaeker - Pierre-J. Demessemaekerstraat",M
"Rue François Van Meulecom - François Van Meulecomstraat",M
"Rue Eugène Degorge - Eugène Degorgestraat",M
"Rue Jules Vieujant - Jules Vieujantstraat",M
"Rue Nicolas Doyen - Nicolas Doyenstraat",M
"Rue Léon Delacroix - Léon Delacroixstraat",M
"Rue Heyvaert - Heyvaertstraat",M
"Rue Alphonse Vandenpeereboom - Alphonse Vandenpeereboomstraat",M
"Rue Pierre Van Humbeek - Pierre Van Humbeekstraat",M
"Rue Edmond Bonehill - Edmond Bonehillstraat",M
"Rue Louis De Gunst - Louis De Gunststraat",M
"Cour Saint-Lazare - Sint-Lazarushof",M
"Rue Jean-Baptiste Decock - Jean-Baptiste Decockstraat",M
"Rue Van Malder - Van Malderstraat",M
"Rue Albert Vanderkindere - Albert Vanderkinderestraat",M
"Rue de Mérode - de Mérodestraat",M
"Rue Isidoor Teirlinck - Isidoor Teirlinckstraat",M
"Rue Vanderstraeten - Vanderstraetenstraat",M
"Rue Henri De Saegher - Henri De Saegherstraat",M
"Rue Vanderdussen - Vanderdussenstraat",M
"Rue Edmond de Grimberghe - Edmond de Grimberghestraat",M
"Rue Cail et Halot - Cail et Halotstraat",M
"Rue Evariste Pierron - Evariste Pierronstraat",M
"Rue Fernand Brunfaut - Fernand Brunfautstraat",M
"Rue Saint-Martin - Sint-Maartenstraat",M
"Rue Max Waller - Max Wallerstraat",M
"Rue Jean-Baptiste Baeck - Jean-Baptiste Baeckstraat",M
"Avenue Stuart Merrill - Stuart Merrilllaan",M
"Avenue Antoon van Oss - Antoon van Osslaan",M
"Place Peter Benoit - Peter Benoitplein",M
"Place Saint-Nicolas - Sint-Nikolaasplein",M
"Rue Charles Cammaert - Karel Cammaertstraat",M
"Rue François Vekemans - Frans Vekemansstraat",M
"Rue Général Biebuyck - Generaal Biebuyckstraat",M
"Rue Général Michel - Generaal Michelstraat",M
"Rue Léon Daumerie - Léon Daumeriestraat",M
"Rue Léon XIII - Leo XIII-straat",M
"Rue Philippe Vander Elst - Filip Vander Elststraat",M
"Rue Saint-Nicolas - Sint-Nikolaasstraat",M
"Rue Saints-Pierre et Paul - Sint-Pieter en Pauwelsstraat",M
"Venelle de l'Alchimiste - Alchemiststeeg",M
"Avenue Denayer - Denayerlaan",M
"Rue Père Damien - Pater Damiaanstraat",M
"Rue Alphonse Vanden Bossche - Alfons Vanden Bosschestraat",M
"Rue Fernand Bernier - Fernand Bernierstraat",M
"Rue Edouard Deknoop - Edward Deknoopstraat",M
"Rue Willebrord Van Perck - Willebrord Van Perckstraat",M
"Rue Pierre Mattheussens - Pieter Mattheussensstraat",M
"Avenue Henri Matisse - Henri Matisselaan",M
"Avenue Jean Brusselmans - Jean Brusselmanslaan",M
"Avenue Louis Piérard - Louis Piérardlaan",M
"Rue Jean-Baptiste Bauwens - Jan-Baptist Bauwensstraat",M
"Square Servaes Hoedemaekers - Servaas Hoedemaekerssquare",M
"Rue Pierre Van Obberghen - Pieter Van Obberghenstraat",M
"Rue Jacques Ballings - Jaak Ballingsstraat",M
"Rue Stroobants - Stroobantsstraat",M
"Rue Jan Frans De Craen - Jan Frans De Craenstraat",M
"Rue Pierre Alderson - Pieter Aldersonstraat",M
"Rue Frans Verdonck - Frans Verdonckstraat",M
"Rue Henri Van Hamme - Hendrik Van Hammestraat",M
"Rue Edouard Stuckens - Edward Stuckensstraat",M
"Rue Hubert Van Hoorde - Hubert Van Hoordestraat",M
"Rue Henri Van Nerom - Hendrik Van Neromstraat",M
"Rue Frans Pepermans - Frans Pepermansstraat",M
"Rue Lodewijk Van Boeckel - Lodewijk Van Boeckelstraat",M
"Square Pieter Hauwaerts - Pieter Hauwaertssquare",M
"Rue Ronsard - Ronsardstraat",M
"Boulevard Shakespeare - Shakespearelaan",M
"Avenue Guillaume Van Leeuw - Willem Van Leeuwlaan",M
"Rue Edouard Dekoster - Edward Dekosterstraat",M
"Rue Arnold Sohie - Arnold Sohiestraat",M
"Rue Gustave Norga - Gustaaf Norgastraat",M
"Rue Frans Léon - Frans Léonstraat",M
"Rue Van Waeyenbergh - Van Waeyenberghstraat",M
"Rue Saint-Vincent - Sint-Vincentiusstraat",M
"Place Saint-Vincent - Sint-Vincentiusplaats",M
"Rue Laurent Vandenhoven - Laurent Vandenhovenstraat",M
"Rue Frans Van Cutsem - Frans Van Cutsemstraat",M
"Rue Servandoni - Servandonistraat",M
"Rue d'Hannetaire - d'Hannetairestraat",M
"Avenue Jean Josée - Jean Joséelaan",M
"Rue Fénelon - Fenelonstraat",M
"Rue Prosper Henri Devos - Prosper Henri Devosstraat",M
"Rue Homère - Homerusstraat",M
"Rue Lamartine - Lamartinestraat",M
"Rue Virgile - Virgiliusstraat",M
"Rue Horace - Horatiusstraat",M
"Rue Arthur Maes - Arthur Maesstraat",M
"Avenue Ferdauci - Ferdaucilaan",M
"Avenue Jean de Bologne - Jean de Bolognelaan",M
"Avenue Van Praet - Van Praetlaan",M
"Avenue de Busleyden - de Busleydenlaan",M
"Rue De Wand - De Wandstraat",M
"Rue Gustave Demanet - Gustave Demanetstraat",M
"Rue Paul Janson - Paul Jansonstraat",M
"Avenue du Général de Ceuninck - Generaal de Ceunincklaan",M
"Avenue Thiriar - Thiriarlaan",M
"Avenue Laënnec - Laënneclaan",M
"Avenue Adrien Bayet - Adrien Bayetlaan",M
"Avenue Edouard Kufferath - Edouard Kufferathlaan",M
"Rue Eugène Hubert - Eugène Hubertstraat",M
"Rue Félix Sterckx - Félix Sterckxstraat",M
"Rue Emile Wauters - Emile Wautersstraat",M
"Avenue Jean Sobieski - Jan Sobieskilaan",M
"Boulevard Émile Bockstael - Emile Bockstaellaan",M
"Rue Pierre Strauwen - Pierre Strauwenstraat",M
"Rue Jean Heymans - Jean Heymansstraat",M
"Rue Jean Laumans - Jean Laumansstraat",M
"Rue Ledeganck - Ledeganckstraat",M
"Square Prince Léopold - Prins Leopoldsquare",M
"Rue Émile Delva - Émile Delvastraat",M
"Rue Alfred Stevens - Alfred Stevensstraat",M
"Rue Alphonse Wauters - Alphonse Wautersstraat",M
"Rue Charles Ramaekers - Charles Ramaekersstraat",M
"Rue Ernest Vander Aa - Ernest Vander Aastraat",M
"Square Prince Charles - Prins Karelsquare",M
"Rue Mathieu Desmaré - Mathieu Desmaréstraat",M
"Rue Mellery - Mellerystraat",M
"Rue Arthur Cosyn - Arthur Cosynstraat",M
"Rue Hubert Stiernet - Hubert Stiernetstraat",M
"Rue Tacquet - Tacquetstraat",M
"Rue Albert - Albertstraat",M
"Rue Léopold I - Leopold I-straat",M
"Rue Victor Mabille - Victor Mabillestraat",M
"Rue Mode Vliebergh - Mode Vlieberghstraat",M
"Rue Fransman - Fransmanstraat",M
"Rue Jan Bollen - Jan Bollenstraat",M
"Rue Steyls - Steylsstraat",M
"Rue Fineau - Fineaustraat",M
"Rue Jacobs-Fontaine - Jacobs-Fontainestraat",M
"Avenue Prudent Bols - Prudent Bolslaan",M
"Rue Thys-Vanham - Thys-Vanhamstraat",M
"Rue Breesch - Breeschstraat",M
"Rue Edmond Tollenaere - Edmond Tollenaerestraat",M
"Rue Charles Demeer - Charles Demeerstraat",M
"Rue Laneau - Laneaustraat",M
"Rue Albert De Meyer - Albert De Meyerstraat",M
"Rue Maurice De Moor - Maurice De Moorstraat",M
"Avenue Richard Neybergh - Richard Neyberghlaan",M
"Rue Louis Wittouck - Louis Wittouckstraat",M
"Place Émile Bockstael - Emile Bockstaelplein",M
"Rue Antoine Clesse - Antoine Clessestraat",M
"Rue Verhoeven - Verhoevenstraat",M
"Rue Niellon - Niellonstraat",M
"Rue Dieudonné Lefèvre - Dieudonné Lefèvrestraat",M
"Rue Ketels - Ketelsstraat",M
"Place Joseph Benoît Willems - Joseph Benoît Willemsplein",M
"Rue Claessens - Claessensstraat",M
"Rue Gustave Schildknecht - Gustave Schildknechtstraat",M
"Rue de Wautier - de Wautierstraat",M
"Rue François Lesnino - François Lesninostraat",M
"Rue Buffon - Buffonstraat",M
"Rue Emile Hellebaut - Emile Hellebautstraat",M
"Boulevard Prince de Liège - Prins van Luiklaan",M
"Avenue Commandant Vander Meeren - Commandant Vander Meerenlaan",M
"Avenue René Berrewaerts - René Berrewaertslaan",M
"Rue François Gay - François Gaystraat",M
"Rue Marcel Buts - Marcel Butsstraat",M
"Avenue Père Damien - Pater Damiaanlaan",M
"Avenue Capitaine Piret - Kapitein Piretlaan",M
"Rue Jean Gérard Eggericx - Jean Gérard Eggericxstraat",M
"Rue Robert Thoreau - Robert Thoreaustraat",M
"Rue Medaets - Medaetsstraat",M
"Rue Martin Lindekens - Martin Lindekensstraat",M
"Rue Julien Vermeersch - Julien Vermeerschstraat",M
"Quai Léon Monnoyer - Léon Monnoyerkaai",M
"Rue Masui Prolongée - Verlengde Masuistraat",M
"Rue Stephenson - Stephensonstraat",M
"Avenue Don Bosco - Don Boscolaan",M
"Avenue Charles Thielemans - Charles Thielemanslaan",M
"Avenue Louis Ceusters - Louis Ceusterslaan",M
"Rue Paul Lancsweert - Paul Lancsweertstraat",M
"Rue Paul Wemaere - Paul Wemaerestraat",M
"Rue Jean Wellens - Jean Wellensstraat",M
"Rue de l'Éclusier Cogge - Sluismeester Coggestraat",M
"Rue Henri Caron - Henri Caronstraat",M
"Rue Maurice Albert Raskin - Maurice Albert Raskinstraat",M
"Rue Joseph Van Boterdael - Joseph Van Boterdaelstraat",M
"Rue Démosthène - Demosthenesstraat",M
"Boulevard Baudouin - Boudewijnlaan",M
"Boulevard Simon Bolivar - Simon Bolivarlaan",M
"Rue Frère-Orban - Frère-Orbanstraat",M
"Rue Glibert - Glibertstraat",M
"Rue Nicolay - Nicolaystraat",M
"Rue Willem De Mol - Willem De Molstraat",M
"Square Sainctelette - Sainctelettesquare",M
"Rue de Formanoir - de Formanoirstraat",M
"Rue François Janssens - François Janssensstraat",M
"Rue Joseph Kelchtermans - Joseph Kelchtermansstraat",M
"Rue Puccini - Puccinistraat",M
"Rue Pierre Vandevoorde - Pierre Vandevoordestraat",M
"Rue Edmond Delcourt - Edmond Delcourtstraat",M
"Rue Kinet - Kinetstraat",M
"Rue Erasme - Erasmusstraat",M
"Avenue Charles Plisnier - Charles Plisnierlaan",M
"Rue Joseph Pavez - Joseph Pavezstraat",M
"Rue Jules Broeren - Jules Broerenstraat",M
"Rue Cyriel Buysse - Cyriel Buyssestraat",M
"Rue Thiernesse - Thiernessestraat",M
"Rue Jacques Manne - Jacques Mannestraat",M
"Rue Commandant Charcot - Commandant Charcotstraat",M
"Rue Jakob Smits - Jakob Smitsstraat",M
"Boulevard Félix Paulsen - Félix Paulsenlaan",M
"Square Henri Rey - Henri Reysquare",M
"Boulevard Maurice Herbette - Maurice Herbettelaan",M
"Avenue Raymond Vander Bruggen - Raymond Vander Bruggenlaan",M
"Avenue Auber - Auberlaan",M
"Rue Achille Jonas - Achille Jonasstraat",M
"Rue Edmond Rostand - Edmond Rostandstraat",M
"Rue Louis Titeca - Louis Titecastraat",M
"Rue Jean Deraeck - Jean Deraeckstraat",M
"Rue Félix Poels - Félix Poelsstraat",M
"Rue Pierre De Cock - Pierre De Cockstraat",M
"Rue Louis Thys - Louis Thysstraat",M
"Rue René Declercq - René Declercqstraat",M
"Rue Léopold De Swaef - Léopold De Swaefstraat",M
"Avenue Léon Debatty - Léon Debattylaan",M
"Boulevard Jules Graindor - Jules Graindorlaan",M
"Rue Denis Verdonck - Denis Verdonckstraat",M
"Avenue Norbert Gille - Norbert Gillelaan",M
"Rue Sylvain Denayer - Sylvain Denayerstraat",M
"Rue Général Ruquoy - Generaal Ruquoystraat",M
"Avenue Marnix - Marnixlaan",M
"Rue d'Egmont - Egmontstraat",M
"Boulevard Brand Whitlock - Brand Whitlocklaan",M
"Place Jean-Baptiste Degrooff - Jean-Baptiste Degrooffplein",M
"Square Vergote - Vergoteplein",M
"Square Levie - Levieplein",M
"Avenue Jules César - Julius Caesarlaan",M
"Rue James Ensor - James Ensorstraat",M
"Avenue Mostinck - Mostincklaan",M
"Avenue Père Hilaire - Pater Hilariuslaan",M
"Avenue Père Agnello - Pater Agnellolaan",M
"Avenue Charles Brassine - Charles Brassinelaan",M
"Avenue Henri Schoofs - Henri Schoofslaan",M
"Clos Lucien Outers - Lucien Outersgaarde",M
"Rue Adolphe Keller - Adolphe Kellerstraat",M
"Rue Liévin Verstraeten - Liévin Verstraetenstraat",M
"Avenue Xavier Henrard - Xavier Henrardlaan",M
"Avenue Armand Scheitler - Armand Scheitlerlaan",M
"Place Jean Jacobs - Jan Jacobsplein",M
"Rue Breughel - Breughelstraat",M
"Rue De Lenglentier - De Lenglentierstraat",M
"Rue Dumonceau - Dumonceaustraat",M
"Rue Evers - Eversstraat",M
"Rue Frédéric Basse - Frédéric Bassestraat",M
"Rue Héger-Bordet - Héger-Bordetstraat",M
"Rue Lacaille - Lacaillestraat",M
"Rue Saint-Ghislain - Sint-Gisleinsstraat",M
"Rue Sallaert - Sallaertstraat",M
"Rue de Wynants - de Wynantsstraat",M
"Place Poelaert - Poelaertplein",M
"Clos Saint-Georges - Sint-Georgiousgaarde",M
"Avenue Marquis de Villalobar - Markies de Villalobarlaan",M
"Avenue Général Baron Empain - Generaal Baron Empainlaan",M
"Avenue Saint-Jean - Sint-Janslaan",M
"Avenue Colonel Daumerie - Kolonel Daumerielaan",M
"Rue Louis Mascré - Louis Mascréstraat",M
"Avenue François Malherbe - François Malherbelaan",M
"Avenue Edmond Parmentier - Edmond Parmentierlaan",M
"Quai Fernand Demets - Fernand Demetskaai",M
"Square Émile Vandervelde - Émile Vanderveldesquare",M
"Rue Gouverneur Nens - Gouverneur Nensstraat",M
"Rue Pierre Delacroix - Pierre Delacroixstraat",M
"Rue Remi Fraeyman - Remi Fraeymanstraat",M
"Rue David Van Bever - David Van Beverstraat",M
"Rue Emmanuel Mertens - Emmanuel Mertensstraat",M
"Rue Dante - Dantestraat",M
"Rue Charles Hanssens - Charles Hanssensstraat",M
"Rue Coppens - Coppensstraat",M
"Rue Ernest Allard - Ernest Allardstraat",M
"Rue Joseph Dupont - Joseph Dupontstraat",M
"Rue Van Moer - Van Moerstraat",M
"Rue Watteeu - Watteeustraat",M
"Rue des Quatre Fils Aymon - Vierheemskinderenstraat",M
"Avenue Louis Van Gorp - Louis Van Gorplaan",M
"Avenue Paule - Paulalaan",M
"Avenue Yvan Lutens - Yvan Lutenslaan",M
"Rue Prévinaire - Prévinairestraat",M
"Rue Docteur Kuborn - Dokter Kubornstraat",M
"Avenue Prince Baudouin - Prins Boudewijnlaan",M
"Avenue Alfred Madoux - Alfred Madouxlaan",M
"Avenue du Manoir d'Anjou - Manoir d'Anjoulaan",M
"Square De Guise - De Guiseplein",M
"Rue Georges Moreau - Georges Moreaustraat",M
"Rue Émile Carpentier - Emile Carpentierstraat",M
"Avenue Jan Olieslagers - Jan Olieslagerslaan",M
"Rue Robert Bosch - Robert Boschstraat",M
"Square Albert Ier - Albert I-square",M
"Place Bara - Baraplein",M
"Rue Bara - Barastraat",M
"Avenue Montgolfier - Montgolfierlaan",M
"Avenue Antoine de Saint-Exupéry - Antoine de Saint-Exupérylaan",M
"Clos Comte De Ferraris - Graaf De Ferrarisgaarde",M
"Rue Charles Parenté - Charles Parentéstraat",M
"Rue Joseph Dujardin - Joseph Dujardinstraat",M
"Rue Pasteur - Pasteurstraat",M
"Rue Auguste Gevaert - Auguste Gevaertstraat",M
"Rue Van Lint - Van Lintstraat",M
"Rue Brogniez - Brogniezstraat",M
"Rue Rossini - Rossinistraat",M
"Rue Grisar - Grisarstraat",M
"Rue de Fiennes - de Fiennesstraat",M
"Rue Raphaël - Raphaëlstraat",M
"Rue Jorez - Jorezstraat",M
"Rue Ruysdael - Ruysdaelstraat",M
"Rue Jules Ruhl - Jules Ruhlstraat",M
"Rue Ropsy Chaudron - Ropsy Chaudronstraat",M
"Rue Bissé - Bisséstraat",M
"Rue Gheude - Gheudestraat",M
"Rue Memling - Memlingstraat",M
"Rue Sergent De Bruyne - Sergeant De Bruynestraat",M
"Avenue Clemenceau - Clemenceaulaan",M
"Boulevard Poincaré - Poincarélaan",M
"Place Alphonse Lemmens - Alphonse Lemmensplein",M
"Rue Abbé Cuylits - Pastoor Cuylitsstraat",M
"Rue Lambert Crickx - Lambert Crickxstraat",M
"Rue Limnander - Limnanderstraat",M
"Rue Moretus - Moretusstraat",M
"Rue Otlet - Otletstraat",M
"Rue Plantin - Plantinstraat",M
"Square Robert Pequeur - Robert Pequeursquare",M
"Avenue Fonsny - Fonsnylaan",M
"Boulevard Jamar - Jamarlaan",M
"Cité Fontainas - Fontainashof",M
"Rue Fontainas - Fontainasstraat",M
"Rue César Depaepe - César Depaepestraat",M
"Avenue Pierre Vander Biest - Pierre Vander Biestlaan",M
"Clos Pierre Vander Biest - Pierre Vander Biestgaarde",M
"Rue Arthur André - Arthur Andréstraat",M
"Rue Jean-Baptiste Dumoulin - Jean-Baptiste Dumoulinstraat",M
"Rue Georges Rosart - Georges Rosartstraat",M
"Rue René Devillers - René Devillersstraat",M
"Rue Jean Lambotte - Jean Lambottestraat",M
"Rue Leopold Rom - Leopold Romstraat",M
"Rue Alexis Mousin - Alexis Mousinstraat",M
"Place Dewandre - Dewandreplein",M
"Rue Alphonse Balis - Alphonse Balisstraat",M
"Avenue Jacques De Meurers - Jacques De Meurerslaan",M
"Avenue Van Crombrugghe - Van Crombrugghelaan",M
"Avenue van der Meerschen - van der Meerschenlaan",M
"Avenue De Biolley - De Biolleylaan",M
"Avenue Joseph Rutten - Joseph Ruttenlaan",M
"Avenue Crokaert - Crokaertlaan",M
"Avenue Jean Volders - Jean Volderslaan",M
"Rue Vanderschrick - Vanderschrickstraat",M
"Avenue Orban - Orbanlaan",M
"Avenue Jules Du Jardin - Jules Du Jardinlaan",M
"Avenue François Peeters - François Peeterslaan",M
"Avenue Baron Albert d'Huart - Baron Albert d'Huartlaan",M
"Avenue Lieutenant Général Pire - Luitenant-Generaal Pirelaan",M
"Rue Félix De Keuster - Félix De Keusterstraat",M
"Rue François Vander Elst - François Vander Elststraat",M
"Avenue Joseph Van Genegen - Joseph Van Genegenlaan",M
"Rue Edouard Gersis - Edouard Gersisstraat",M
"Clos Alberto Santos Dumont - Alberto Santos Dumontgaarde",M
"Clos Jean Mermoz - Jean Mermozgaarde",M
"Rue Henrotte - Henrottestraat",M
"Rue Blockmans - Blockmansstraat",M
"Rue François Desmedt - François Desmedtstraat",M
"Rue Dominique De Jonghe - Dominique De Jonghestraat",M
"Rue Jean-Baptiste Lepage - Jean-Baptiste Lepagestraat",M
"Rue Henri Vandermaelen - Henri Vandermaelenstraat",M
"Rue Jean-Baptiste Verheyden - Jean-Baptiste Verheydenstraat",M
"Place Dumon - Dumonplein",M
"Square Emile des Grées du Loû - Emile des Grées du Loû Square",M
"Rue Defacqz - Defacqzstraat",M
"Avenue Besme - Besmelaan",M
"Place Wappers - Wappersplein",M
"Place Madou - Madouplein",M
"Rue Blaes - Blaesstraat",M
"Boulevard Maurice Lemonnier - Maurice Lemonnierlaan",M
"Galerie Ravenstein - Ravensteingalerij",M
"Place de Jamblinne de Meux - de Jamblinne de Meuxplein",M
"Avenue Secrétin - Secrétinlaan",M
"Cours Paul-Henri Spaak - Paul-Henri Spaak Promenade",M
"Rue Baron Horta - Baron Hortastraat",M
"Clos René Magritte - René Magrittegaarde",M
"Square Jacques Franck - Jacques Francksquare",M
"Rue Émile Lecomte - Émile Lecomtestraat",M
"Avenue Oscar Van Goidtsnoven - Oscar Van Goidtsnovenlaan",M
"Avenue Everard - Everardlaan",M
"Venelle Victor Bourgeois - Victor Bourgeoissteeg",M
"Avenue Roger Lallemand - Roger Lallemandlaan",M
"Carré Meert - Meertblok",M
"Rue t'Serclaes - t'Serclaesstraat",M
"Allée Pierre Levie - Pierre Leviepad",M
"Place Gustave Pattyn - Gustave Pattynplein",M
"Place Max Tircher - Max Tircherplein",M
"Place Saint-Géry - Sint-Goriksplein",M
"Square Albert Devèze - Albert Devèzesquare",M
"Rue Lambermont - Lambermontstraat",M
"Rue Jean Stas - Jean Stasstraat",M
"Rue Jourdan - Jourdanstraat",M
"Rue Dejoncker - Dejonckerstraat",M
"Rue Simonis - Simonisstraat",M
"Rue Faider - Faiderstraat",M
"Rue Paul Émile Janson - Paul Émile Jansonstraat",M
"Rue Veydt - Veydtstraat",M
"Rue Blanche - Blanchestraat",M
"Rue Bosquet - Bosquetstraat",M
"Rue Tasson-Snel - Tasson-Snelstraat",M
"Avenue Brugmann - Brugmannlaan",M
"Rue Moris - Morisstraat",M
"Rue Maurice Wilmotte - Maurice Wilmottestraat",M
"Rue Louis Coenen - Louis Coenenstraat",M
"Avenue Paul Dejaer - Paul Dejaerlaan",M
"Avenue Adolphe Demeur - Adolphe Demeurlaan",M
"Rue Capouillet - Capouilletstraat",M
"Rue Lebeau - Lebeaustraat",M
"Square Charles Lagrange - Charles Lagrangesquare",M
"Rue Joseph Stevens - Joseph Stevensstraat",M
"Avenue Léopold III - Leopold III-laan",M
"Rond-Point Jean Offenberg - Jean Offenbergplein",M
"Avenue du Compte Moens De Fernig - Graaf Moens De Ferniglaan",M
"Rond-point Winston Churchill - Winston Churchillplein",M
"Avenue Winston Churchill - Winston Churchilllaan",M
"Avenue Albert - Albertlaan",M
"Rond-Point Henri Nestlé - Henri Nestléplein",M
"Square Émile Vander Bruggen - Émile Vander Bruggensquare",M
"Rue Berckmans - Berckmansstraat",M
"Place Loix - Loixplein",M
"Avenue Henri Jaspar - Henri Jasparlaan",M
"Boulevard Barthélémy - Barthelemylaan",M
"Rue Ernest Blerot - Ernest Blerotstraat",M
"Pont Fernand Demany - Fernand Demanybrug",M
"Square Eugène Plasky - Eugène Plaskysquare",M
"Rue Rasson - Rassonstraat",M
"Place Général Meiser - Generaal Meiserplein",M
"Rond Point Henri Simonet - Henri Simonetplein",M
"Avenue Rogier - Rogierlaan",M
"Boulevard Charlemagne - Karel de Grotelaan",M
"Rue Jenneval - Jennevalstraat",M
"Rue Philippe le Bon - Filips de Goedestraat",M
"Rue Roger van der Weyden - Rogier van der Weydenstraat",M
"Rue Archimède - Archimedesstraat",M
"Avenue des Frères Legrain - Gebroeders Legrainlaan",M
"Rue Melsens - Melsensstraat",M
"Rue Henri Maus - Henri Mausstraat",M
"Square Albert Verhaeren - Albert Verhaerensquare",M
"Rue Lambert Vandervelde - Lambert Vanderveldestraat",M
