name_fr,name_nl,gender,wikidata,type
"Rue Charles Parenté","Charles Parentéstraat",M,,relation
"Rue Charles Pas","Charles Passtraat",M,,way
"Rue Charles Ramaekers","Charles Ramaekersstraat",M,,relation
"Rue Claessens",Claessensstraat,M,,relation
"Rue Coenraets",Coenraetsstraat,M,,relation
"Rue Corneille De Clercq","Corneille De Clercqstraat",M,,relation
"Rue Corneille Hoornaert","Corneille Hoornaertstraat",M,,relation
"Rue Crickx",Crickxstraat,M,,way
"Rue Cuerens",Cuerensstraat,M,,way
"Rue David Van Bever","David Van Beverstraat",M,,relation
"Rue De Broyer","De Broyerstraat",M,,way
"Rue De Koninck","De Koninckstraat",M,,relation
"Rue De Mot","De Motstraat",M,,relation
"Rue Dejoncker",Dejonckerstraat,M,,way
"Rue Denis Verdonck","Denis Verdonckstraat",M,,relation
"Rue Désiré Desmet","Désiré Desmetstraat",M,,relation
"Rue Dethy",Dethystraat,M,,way
"Rue Dieudonné Lefèvre","Dieudonné Lefèvrestraat",M,,relation
"Rue Docteur Charles Beudin","Dokter Charles Beudinstraat",M,,relation
"Rue Docteur Charles Leemans","Dokter Charles Leemansstraat",M,,relation
"Rue Docteur Dryepondt","Dokter Dryepondtstraat",M,,relation
"Rue Docteur Elie Lambotte","Dokter Elie Lambottestraat",M,,relation
"Rue Docteur Huet","Dokter Huetstraat",M,,relation
"Rue Docteur Jacobs","Dokter Jacobsstraat",M,,relation
"Rue Docteur Kuborn","Dokter Kubornstraat",M,,relation
"Rue Dodonée",Dodonéestraat,M,,way
"Rue Dominique De Jonghe","Dominique De Jonghestraat",M,,relation
"Rue Doyen Adriaens","Deken Adriaensstraat",M,,relation
"Rue Doyen Boone","Deken Boonestraat",M,,relation
"Rue Doyen Fierens","Deken Fierensstraat",M,,relation
"Rue Dupont",Dupontstraat,M,,relation
"Rue Edmond Bonehill","Edmond Bonehillstraat",M,,relation
"Rue Edmond Delcourt","Edmond Delcourtstraat",M,,relation
"Rue Edmond Van Cauwenbergh","Edmond Van Cauwenberghstraat",M,,relation
"Rue Edmond de Grimberghe","Edmond de Grimberghestraat",M,,relation
"Rue Edouard De Grijse","Edouard De Grijsestraat",M,,relation
"Rue Edouard Deknoop","Edward Deknoopstraat",M,,relation
"Rue Edouard Dekoster","Edward Dekosterstraat",M,,relation
"Rue Edouard Faes","Edouard Faesstraat",M,,relation
"Rue Edouard Gersis","Edouard Gersisstraat",M,,relation
"Rue Edouard Henrard","Edouard Henrardstraat",M,,relation
"Rue Edouard Stuckens","Edward Stuckensstraat",M,,relation
"Rue Edouard Van Muylders","Edouard Van Muyldersstraat",M,,relation
"Rue Eeckelaers",Eeckelaersstraat,M,,relation
"Rue Egide Winteroy","Egide Winteroystraat",M,,relation
"Rue Émile Delva","Émile Delvastraat",M,,relation
"Rue Emile Deroover","Emile Derooverstraat",M,,relation
"Rue Emile Hellebaut","Emile Hellebautstraat",M,,relation
"Rue Emile Heylens","Emile Heylensstraat",M,,relation
"Rue Emile Pathé","Emile Pathéstraat",M,,way
"Rue Emile Regard","Emile Regardstraat",M,,way
"Rue Emile Sergijsels","Emile Sergijselsstraat",M,,relation
"Rue Emile Steeno","Emile Steenostraat",M,,way
"Rue Emile Versé","Emile Verséstraat",M,,relation
"Rue Emile Wittmann","Emile Wittmannstraat",M,,relation
"Rue Emmanuel Mertens","Emmanuel Mertensstraat",M,,relation
"Rue Ernest Vander Aa","Ernest Vander Aastraat",M,,relation
"Rue Eugène Verheggen","Eugène Verheggenstraat",M,,way
"Rue Fabry",Fabrystraat,M,,relation
"Rue Félicien Delince","Félicien Delincestraat",M,,way
"Rue Félix De Cuyper","Félix De Cuyperstraat",M,,relation
"Rue Félix De Keuster","Félix De Keusterstraat",M,,relation
"Rue Félix Hap","Félix Hapstraat",M,,relation
"Rue Félix Poels","Félix Poelstraat",M,,relation
"Rue Félix Sterckx","Félix Sterckxstraat",M,,relation
"Rue Félix Vande Sande","Félix Vande Sandestraat",M,,relation
"Rue Félix Waefelaer","Félix Waefelaerstraat",M,,relation
"Rue Ferdinand Kinnen","Ferdinand Kinnenstraat",M,,way
"Rue Fernand Bernier","Fernand Bernierstraat",M,,relation
"Rue Fernand Mélard","Fernand Mélardstraat",M,,relation
"Rue Fernand Pire","Fernand Pirestraat",M,,relation
"Rue Fik Guidon","Fik Guidonstraat",M,,relation
"Rue Fineau",Fineaustraat,M,,relation
"Rue Firmin Martin","Firmin Martinstraat",M,,way
"Rue Florimond De Pauw","Florimond De Pauwstraat",M,,relation
"Rue Francart",Francartstraat,M,,relation
"Rue Franciscus Vandevelde","Franciscus Vandeveldestraat",M,,way
"Rue François Beeckmans","François Beeckmansstraat",M,,relation
"Rue François Bekaert","François Bekaertstraat",M,,way
"Rue François Couteaux","François Couteauxstraat",M,,relation
"Rue François Degreef","François Degreefstraat",M,,way
"Rue François Delcoigne","François Delcoignestraat",M,,relation
"Rue François Desmedt","François Desmedtstraat",M,,relation
"Rue François Gay","François Gaystraat",M,,relation
"Rue François Gérard","François Gérardstraat",M,,relation
"Rue François Hellinckx","François Hellinckxstraat",M,,relation
"Rue François Janssens","François Janssensstraat",M,,relation
"Rue François Lesnino","François Lesninostraat",M,,relation
"Rue François Mus","François Musstraat",M,,relation
"Rue François Ruytinx","François Ruytinxstraat",M,,way
"Rue François Van Assche","Frans Van Asschestraat",M,,way
"Rue François Vander Elst","François Vander Elststraat",M,,relation
"Rue François Vekemans","Frans Vekemansstraat",M,,relation
"Rue François Vervloet","François Vervloetstraat",M,,way
"Rue François Ysewyn","François Ysewynstraat",M,,relation
"Rue Frans Léon","Frans Léonstraat",M,,relation
"Rue Frans Pepermans","Frans Pepermansstraat",M,,relation
"Rue Frans Van Cutsem","Frans Van Cutsemstraat",M,,relation
"Rue Frans Vervaeck","Frans Vervaeckstraat",M,,relation
"Rue Fransman",Fransmanstraat,M,,relation
"Rue Frédéric Pelletier","Frédéric Pelletierstraat",M,,relation
"Rue Frémineur",Frémineurstraat,M,,relation
"Rue Gaston Coudyser","Gaston Coudyserstraat",M,,relation
"Rue Gaucheret",Gaucheretstraat,M,,relation
"Rue Général Biebuyck","Generaal Biebuyckstraat",M,,relation
"Rue Général Fivé","Generaal Fivéstraat",M,,relation
"Rue Général Gratry","Generaal Gratrystraat",M,,relation
"Rue Général Lotz","Generaal Lotzstraat",M,,way
"Rue Général Michel","Generaal Michelstraat",M,,relation
"Rue Général Ruquoy","Generaal Ruquoystraat",M,,relation
"Rue Général Thys","Generaal Thysstraat",M,,relation
"Rue Georges De Lombaerde","Georges De Lombaerdestraat",M,,relation
"Rue Georges Matheus","Georges Matheusstraat",M,,relation
"Rue Georges Moreau","Georges Moreaustraat",M,,relation
"Rue Georges Raeymaekers","Georges Raeymaekersstraat",M,,relation
"Rue Georges Rosart","Georges Rosartstraat",M,,relation
"Rue Georges Simpson","Georges Simpsonstraat",M,,relation
"Rue Georges Ugeux","Georges Ugeuxstraat",M,,way
"Rue Georges et Jacques Martin","Georges en Jacques Martinstraat",M,,relation
"Rue Gheude",Gheudestraat,M,,relation
"Rue Gillebertus",Gillebertusstraat,M,,relation
"Rue Gillon",Gillonstraat,M,,relation
"Rue Gineste",Ginestestraat,M,,way
"Rue Glibert",Glibertstraat,M,,relation
"Rue Godecharle",Godecharlestraat,M,,relation
"Rue Goffart",Goffartstraat,M,,relation
"Rue Gouverneur Nens","Gouverneur Nensstraat",M,,relation
"Rue Grisar",Grisarstraat,M,,relation
"Rue Guillaume Beliën","Guillaume Beliënstraat",M,,relation
"Rue Guillaume Dekelver","Guillaume Dekelverstraat",M,,relation
"Rue Guillaume Demuylder","Guillaume Demuylderstraat",M,,relation
"Rue Guillaume Van Laethem","Guillaume Van Laethemstraat",M,,relation
"Rue Gustaaf Vanden Berghe","Gustaaf Vanden Berghestraat",M,,relation
"Rue Gustave Delathouwer","Gustave Delathouwerstraat",M,,relation
"Rue Gustave Demanet","Gustave Demanetstraat",M,,relation
"Rue Gustave Fuss","Gustave Fussstraat",M,,relation
"Rue Gustave Norga","Gustaaf Norgastraat",M,,relation
"Rue Gustave Schildknecht","Gustave Schildknechtstraat",M,,relation
"Rue Gustave Timmermans","Gustave Timmermansstraat",M,,relation
"Rue Gustave-Jean Leclercq","Gustave-Jean Leclercqstraat",M,,relation
"Rue Guy Mottard","Guy Mottardstraat",M,,relation
"Rue Guy-Jean Verachtert","Guy-Jean Verachtertstraat",M,,way
"Rue Haeck",Haeckstraat,M,,relation
"Rue Hancart",Hancartstraat,M,,way
"Rue Hector Genard","Hector Genardstraat",M,,relation
"Rue Henri Caron","Henri Caronstraat",M,,relation
"Rue Henri Chomé","Henri Choméstraat",M,,relation
"Rue Henri De Saegher","Henri De Saegherstraat",M,,relation
"Rue Henri Huybreghts","Henri Huybreghtsstraat",M,,relation
"Rue Henri Maes","Henri Maesstraat",M,,relation
"Rue Henri Maubel","Henri Maubelstraat",M,,way
"Rue Henri Meuwis","Henri Meuwisstraat",M,,relation
"Rue Henri Nogent","Henri Nogentstraat",M,,relation
"Rue Henri Van Antwerpen","Henri Van Antwerpenstraat",M,,way
"Rue Henri Van Bortonne","Henri Van Bortonnestraat",M,,relation
"Rue Henri Van Hamme","Hendrik Van Hammestraat",M,,relation
"Rue Henri Van Nerom","Hendrik Van Neromstraat",M,,relation
"Rue Henri Van Zuylen","Henri Van Zuylenstraat",M,,relation
"Rue Henri Vandermaelen","Henri Vandermaelenstraat",M,,relation
"Rue Henri Vandersaenen","Henri Vandersaenenstraat",M,,relation
"Rue Henri Ver Eycken","Henri Ver Eyckenstraat",M,,way
"Rue Henri Wafelaerts","Henri Wafelaertsstraat",M,,way
"Rue Henri de Braeckeleer","Henri de Braeckeleerstraat",M,,relation
"Rue Henri-François Moreels","Henri-François Moreelsstraat",M,,way
"Rue Henrotte",Henrottestraat,M,,relation
"Rue Heyvaert",Heyvaertstraat,M,,relation
"Rue Honoré Longtin","Honoré Longtinstraat",M,,relation
"Rue Hoorickx",Hoorickxstraat,M,,relation
"Rue Hubert Blauwet","Hubert Blauwetstraat",M,,relation
"Rue Hubert Heymans","Hubert Heymansstraat",M,,relation
"Rue Hubert Van Hoorde","Hubert Van Hoordestraat",M,,relation
"Rue Hubert-Jean Coenen","Hubert-Jean Coenenstraat",M,,way
"Rue J. B. Moyens","J. B. Moyensstraat",M,,way
"Rue Jacques Ballings","Jaak Ballingsstraat",M,,relation
"Rue Jacques Boon","Jacques Boonstraat",M,,relation
"Rue Jacques Hoton","Jacques Hotonstraat",M,,relation
"Rue Jacques Houtmeyers","Jaak Houtmeyersstraat",M,,relation
"Rue Jacques Jansen","Jacques Jansenstraat",M,,relation
"Rue Jacques Rayé","Jacques Rayéstraat",M,,relation
"Rue Jan Frans De Craen","Jan Frans De Craenstraat",M,,relation
"Rue Jan Verbesselt","Jan Verbesseltstraat",M,,way
"Rue Jean Ballegeer","Jean Ballegeerstraat",M,,way
"Rue Jean Baptiste François Denys","Jean Baptiste François Denysstraat",M,,relation
"Rue Jean Baudoux","Jean Baudouxstraat",M,,relation
"Rue Jean Benaets","Jean Benaetsstraat",M,,way
"Rue Jean De Greef","Jean De Greefstraat",M,,relation
"Rue Jean Deraeck","Jean Deraeckstraat",M,,relation
"Rue Jean Ekelmans","Jean Ekelmansstraat",M,,way
"Rue Jean Gérard Eggericx","Jean Gérard Eggericxstraat",M,,relation
"Rue Jean Heymans","Jean Heymansstraat",M,,relation
"Rue Jean Jacquet","Jean Jacquetstraat",M,,relation
"Rue Jean Lagey","Jean Lageystraat",M,,relation
"Rue Jean Laumans","Jean Laumansstraat",M,,relation
"Rue Jean Morjau","Jean Morjaustraat",M,,relation
"Rue Jean Paquot","Jean Paquotstraat",M,,relation
"Rue Jean Tiebackx","Jan Tiebackxstraat",M,,relation
"Rue Jean Verbiest","Jean Verbieststraat",M,,relation
"Rue Jean Wellens","Jean Wellensstraat",M,,relation
"Rue Jean-Baptiste Baeck","Jean-Baptiste Baeckstraat",M,,relation
"Rue Jean-Baptiste Bauwens","Jan-Baptist Bauwensstraat",M,,relation
"Rue Jean-Baptiste Brems","Jean-Baptiste Bremsstraat",M,,relation
"Rue Jean-Baptiste Decock","Jean-Baptiste Decockstraat",M,,relation
"Rue Jean-Baptiste Desmeth","Jan-Baptist Desmethstraat",M,,way
"Rue Jean-Baptiste Dumoulin","Jean-Baptiste Dumoulinstraat",M,,relation
"Rue Jean-Baptiste Labarre","Jean-Baptiste Labarrestraat",M,,way
"Rue Jean-Baptiste Lepage","Jean-Baptiste Lepagestraat",M,,relation
"Rue Jean-Baptiste Serkeyn","Jean-Baptiste Serkeynstraat",M,,relation
"Rue Jean-Baptiste Timmermans","Jean-Baptiste Timmermansstraat",M,,relation
"Rue Jean-Baptiste Van Pagé","Jean-Baptiste Van Pagéstraat",M,,relation
"Rue Jean-Baptiste Vandendriesch","Jean Baptiste Vandendrieschstraat",M,,relation
"Rue Jean-Baptiste Vandercammen","Jean-Baptiste Vandercammenstraat",M,,way
"Rue Jean-Baptiste Vannypen","Jean-Baptiste Vannypenstraat",M,,way
"Rue Jean-Baptiste Vanpé","Jean-Baptiste Vanpéstraat",M,,relation
"Rue Jean-Baptiste Verheyden","Jean-Baptiste Verheydenstraat",M,,relation
"Rue Jef Devos","Jef Devosstraat",M,,relation
"Rue Jennart",Jennartstraat,M,,relation
"Rue Jonniaux",Jonniauxstraat,M,,relation
"Rue Jorez",Jorezstraat,M,,relation
"Rue Joseph Bens","Joseph Bensstraat",M,,way
"Rue Joseph Brand","Joseph Brandstraat",M,,relation
"Rue Joseph Buedts","Joseph Buedtsstraat",M,,relation
"Rue Joseph Claes","Joseph Claesstraat",M,,way
"Rue Joseph Cuylits","Joseph Cuylitsstraat",M,,way
"Rue Joseph Dekeyn","Joseph Dekeynstraat",M,,relation
"Rue Joseph Delhaye","Joseph Delhayestraat",M,,relation
"Rue Joseph Druez","Joseph Druezstraat",M,,relation
"Rue Joseph Genot","Joseph Genotstraat",M,,relation
"Rue Joseph Hazard","Joseph Hazardstraat",M,,way
"Rue Joseph Kelchtermans","Joseph Kelchtermansstraat",M,,relation
"Rue Joseph Loossens","Joseph Loossensstraat",M,,relation
"Rue Joseph Mertens","Joseph Mertensstraat",M,,relation
"Rue Joseph Schols","Joseph Scholsstraat",M,,relation
"Rue Joseph Schuermans","Joseph Schuermansstraat",M,,relation
"Rue Joseph Van Boterdael","Joseph Van Boterdaelstraat",M,,relation
"Rue Joseph Van Camp","Joseph Van Campstraat",M,,relation
"Rue Joseph Verhasselt","Joseph Verhasseltstraat",M,,relation
"Rue Josse De Boeck","Josse De Boeckstraat",M,,relation
"Rue Jourdan",Jourdanstraat,M,,way
"Rue Jules Broeren","Jules Broerenstraat",M,,relation
"Rue Jules Cockx","Jules Cockxstraat",M,,way
"Rue Jules Debecker","Jules Debeckerstraat",M,,relation
"Rue Jules Emile Raymond","Jules Emile Raymondstraat",M,,relation
"Rue Jules Francqui","Jules Francquistraat",M,,relation
"Rue Jules Ruhl","Jules Ruhlstraat",M,,relation
"Rue Jules Vieujant","Jules Vieujantstraat",M,,relation
"Rue Julien Vermeersch","Julien Vermeerschstraat",M,,relation
"Rue Karel Mertens","Karel Mertensstraat",M,,relation
"Rue Kerckx",Kerckxstraat,M,,relation
"Rue Ketels",Ketelsstraat,M,,relation
"Rue Kinet",Kinetstraat,M,,relation
"Rue Knapen",Knapenstraat,M,,relation
"Rue L'Olivier",L'Olivierstraat,M,,relation
"Rue Lacaille",Lacaillestraat,M,,relation
"Rue Lambert Crickx","Lambert Crickxstraat",M,,relation
"Rue Lambert Vandervelde","Lambert Vanderveldestraat",M,,way
"Rue Laneau",Laneaustraat,M,,relation
"Rue Lanfray",Lanfraystraat,M,,relation
"Rue Laurent Heirbaut","Laurent Heirbautstraat",M,,relation
"Rue Laurent Vandenhoven","Laurent Vandenhovenstraat",M,,relation
"Rue Le Lorrain","Le Lorrainstraat",M,,relation
"Rue Lefrancq",Lefrancqstraat,M,,relation
"Rue Léon Autrique","Léon Autriquestraat",M,,relation
"Rue Léon Daumerie","Léon Daumeriestraat",M,,relation
"Rue Léon Dopéré","Léon Dopéréstraat",M,,relation
"Rue Léon Fourez","Léon Fourezstraat",M,,relation
"Rue Léon Matheys","Léon Matheysstraat",M,,relation
"Rue Léon Nicodème","Léon Nicodèmestraat",M,,relation
"Rue Léon Scampart","Léon Scampartstraat",M,,relation
"Rue Léon Vande Woesteyne","Léon Vande Woesteynestraat",M,,way
"Rue Léopold De Swaef","Léopold De Swaefstraat",M,,relation
"Rue Léopold Demesmaeker","Léopold Demesmaekerstraat",M,,relation
"Rue Léopold Procureur","Léopold Procureurstraat",M,,relation
"Rue Leopold Rom","Leopold Romstraat",M,,relation
"Rue Léopold Van Asbroeck","Léopold Van Asbroeckstraat",M,,way
"Rue Lieutenant Freddy Wampach","Luitenant Freddy Wampachstraat",M,,relation
"Rue Limauge",Limaugestraat,M,,relation
"Rue Louis Coenen","Louis Coenenstraat",M,,way
"Rue Louis Corhay","Louis Corhaystraat",M,,relation
"Rue Louis De Gunst","Louis De Gunststraat",M,,relation
"Rue Louis De Smet","Louis De Smetstraat",M,,relation
"Rue Louis Delhove","Louis Delhovestraat",M,,relation
"Rue Louis Hap","Louis Hapstraat",M,,relation
"Rue Louis Isidore Lamey","Louis Isidore Lameystraat",M,,way
"Rue Louis Marcx","Louis Marcxstraat",M,,relation
"Rue Louis Mascré","Louis Mascréstraat",M,,relation
"Rue Louis Socquet","Louis Socquetstraat",M,,relation
"Rue Louis Thys","Louis Thysstraat",M,,relation
"Rue Louis Titeca","Louis Titecastraat",M,,relation
"Rue Louis Wittouck","Louis Wittouckstraat",M,,relation
"Rue M. L. Uytroever","M. L. Uytroeverstraat",M,,relation
"Rue Major Pétillon","Majoor Pétillonstraat",M,,relation
"Rue Major René Dubreucq","Majoor René Dubreucqstraat",M,,relation
"Rue Marcel Betbèze","Marcel Betbèzestraat",M,,relation
"Rue Marcel Buts","Marcel Butsstraat",M,,relation
"Rue Marcel Grüner","Marcel Grünerstraat",M,,relation
"Rue Marcq",Marcqstraat,M,,way
"Rue Martin Lindekens","Martin Lindekensstraat",M,,relation
"Rue Martin Pfeiffer","Martin Pfeifferstraat",M,,relation
"Rue Martin Van Lier","Martin Van Lierstraat",M,,relation
"Rue Mathieu Pauwels","Mathieu Pauwelsstraat",M,,relation
"Rue Maurice Charlent","Maurice Charlentstraat",M,,way
"Rue Maurice De Moor","Maurice De Moorstraat",M,,relation
"Rue Maurice Liétart","Maurice Liétartstraat",M,,way
"Rue Maurice Xhoneux","Maurice Xhoneuxstraat",M,,relation
"Rue Max Roos","Max Roosstraat",M,,way
"Rue Medaets",Medaetsstraat,M,,relation
"Rue Michel Van Nieuwenborgh","Michel Van Nieuwenborghstraat",M,,relation
"Rue Michel Zwaab","Michel Zwaabstraat",M,,relation
"Rue Mode Vliebergh","Mode Vlieberghstraat",M,,relation
"Rue Mommaerts",Mommaertsstraat,M,,relation
"Rue Moris",Morisstraat,M,,way
"Rue Nestor Martin","Nestor Martinstraat",M,,relation
"Rue Nicolas Doyen","Nicolas Doyenstraat",M,,relation
"Rue Nicolay",Nicolaystraat,M,,relation
"Rue Oscar Maesschalck","Oscar Maesschalckstraat",M,,relation
"Rue Pangaert",Pangaertstraat,M,,relation
"Rue Papenkasteel",Papenkasteelstraat,M,,way
"Rue Paul Bossu","Paul Bossustraat",M,,relation
"Rue Paul Lancsweert","Paul Lancsweertstraat",M,,relation
"Rue Philippe Dewolfs","Philippe Dewolfsstraat",M,,way
"Rue Philippe Piermez","Philippe Piermezstraat",M,,relation
"Rue Philippe Vander Elst","Filip Vander Elststraat",M,,relation
"Rue Pierre Alderson","Pieter Aldersonstraat",M,,relation
"Rue Pierre Biddaer","Pierre Biddaerstraat",M,,relation
"Rue Pierre De Cock","Pierre De Cockstraat",M,,relation
"Rue Pierre Delacroix","Pierre Delacroixstraat",M,,relation
"Rue Pierre Gassée","Pierre Gasséestraat",M,,relation
"Rue Pierre Géruzet","Pierre Géruzetstraat",M,,way
"Rue Pierre Hap Lemaître","Pierre Hap Lemaîtrestraat",M,,relation
"Rue Pierre Longin","Pierre Longinstraat",M,,relation
"Rue Pierre Mattheussens","Pieter Mattheussensstraat",M,,relation
"Rue Pierre Van Obberghen","Pieter Van Obberghenstraat",M,,relation
"Rue Pierre Vereman","Pierre Veremanstraat",M,,way
"Rue Pierre de Puysselaer","Pierre de Puysselaerstraat",M,,way
"Rue Pierre-J. Demessemaeker","Pierre-J. Demessemaekerstraat",M,,relation
"Rue Pierre-Victor Jacobs","Pierre-Victor Jacobsstraat",M,,relation
"Rue Piers",Piersstraat,M,,relation
"Rue Pletinckx",Pletinckxstraat,M,,way
"Rue Pol Stoppelaere","Pol Stoppelaerestraat",M,,relation
"Rue Polydore Moerman","Polydore Moermanstraat",M,,relation
"Rue Professeur Hendrickx","Professor Hendrickxstraat",M,,relation
"Rue Professeur Hustin","Professor Hustinstraat",M,,way
"Rue Prosper Préser","Prosper Préserstraat",M,,relation
"Rue Raphaël",Raphaëlstraat,M,,relation
"Rue Rasson",Rassonstraat,M,,way
"Rue Remi Fraeyman","Remi Fraeymanstraat",M,,relation
"Rue Remy Soetens","Remy Soetensstraat",M,,relation
"Rue René Christiaens","René Christiaensstraat",M,,way
"Rue René Declercq","René Declercqstraat",M,,relation
"Rue René Devillers","René Devillersstraat",M,,relation
"Rue René Henry","René Henrystraat",M,,relation
"Rue René Reniers","René Reniersstraat",M,,relation
"Rue Richard Braibant","Richard Braibantstraat",M,,relation
"Rue Richard Kips","Richard Kips straat",M,,relation
"Rue Richard Vandevelde","Richard Vandeveldestraat",M,,relation
"Rue Robert Buyck","Robert Buyckstraat",M,,relation
"Rue Robert Thoreau","Robert Thoreaustraat",M,,relation
"Rue Robert Willame","Robert Willamestraat",M,,relation
"Rue Roger Abeels","Roger Abeelsstraat",M,,relation
"Rue Ropsy Chaudron","Ropsy Chaudronstraat",M,,relation
"Rue Rouen-Bovie","Rouen Boviestraat",M,,relation
"Rue Saint-Alphonse",Sint-Alfonsstraat,M,,way
"Rue Saint-André",Sint-Andriesstraat,M,,way
"Rue Saint-Bernard",Sint-Bernardusstraat,M,,way
"Rue Saint-Christophe",Sint-Kristoffelsstraat,M,,way
"Rue Saint-Denis",Sint-Denijsstraat,M,,relation
"Rue Saint-François",Sint-Franciscusstraat,M,,relation
"Rue Saint-Georges",Sint-Jorisstraat,M,,way
"Rue Saint-Géry",Sint-Goriksstraat,M,,way
"Rue Saint-Henri",Sint-Hendrikstraat,M,,relation
"Rue Saint-Jean",Sint-Jansstraat,M,,way
"Rue Saint-Joseph","Sint Jozefstraat",M,,relation
"Rue Saint-Julien",Sint-Juliaanstraat,M,,relation
"Rue Saint-Laurent",Sint-Laurensstraat,M,,way
"Rue Saint-Lazare",Sint-Lazarusstraat,M,,way
"Rue Saint-Martin",Sint-Maartenstraat,M,,relation
"Rue Saint-Vincent",Sint-Vincentiusstraat,M,,relation
"Rue Sergent Sorensen","Sergeant Sorensenstraat",M,,relation
"Rue Sneessens",Sneessensstraat,M,,relation
"Rue Stanislas Legrelle","Stanislas Legrellestraat",M,,relation
"Rue Steens",Steensstraat,M,,way
"Rue Sterckx",Sterckxstraat,M,,way
"Rue Steyls",Steylsstraat,M,,relation
"Rue Stroobants",Stroobantsstraat,M,,relation
"Rue Sylvain Denayer","Sylvain Denayerstraat",M,,relation
"Rue Tazieaux",Tazieauxstraat,M,,relation
"Rue Théodore Bekaert","Théodore Bekaertstraat",M,,relation
"Rue Théodore De Cuyper","Théodore De Cuyperstraat",M,,relation
"Rue Théophile Vander Elst","Théophile Vander Elststraat",M,,way
"Rue Thiernesse",Thiernessestraat,M,,relation
"Rue Thys-Vanham",Thys-Vanhamstraat,M,,relation
"Rue Timmermans",Timmermansstraat,M,,way
"Rue Ulens",Ulensstraat,M,,relation
"Rue Van Bergen","Van Bergenstraat",M,,relation
"Rue Van Elewyck","Van Elewyckstraat",M,,relation
"Rue Van Gaver","Van Gaverstraat",M,,way
"Rue Van Hoegaerde","Van Hoegaerdestraat",M,,relation
"Rue Van Kalck","Van Kalckstraat",M,,relation
"Rue Van Lint","Van Lintstraat",M,,relation
"Rue Van Malder","Van Malderstraat",M,,relation
"Rue Van Meyel","Van Meyelstraat",M,,relation
"Rue Van Soust","Van Souststraat",M,,relation
"Rue Van Wambeke","Van Wambekestraat",M,,relation
"Rue Van Winghen","Van Winghenstraat",M,,relation
"Rue Vanden Corput","Vanden Corputstraat",M,,way
"Rue Vandenboogaerde",Vandenboogaerdestraat,M,,relation
"Rue Vandenbranden",Vandenbrandenstraat,M,,way
"Rue Vandenbroeck",Vandenbroeckstraat,M,,relation
"Rue Vandenhoven",Vandenhovenstraat,M,,relation
"Rue Vander Elst","Vander Elststraat",M,,way
"Rue Vanderdussen",Vanderdussenstraat,M,,relation
"Rue Vanderhoeven",Vanderhoevenstraat,M,,relation
"Rue Vandermeersch",Vandermeerschstraat,M,,relation
"Rue Vandermeulen",Vandermeulenstraat,M,,way
"Rue Vanderschrick",Vanderschrickstraat,M,,relation
"Rue Vanderstraeten",Vanderstraetenstraat,M,,relation
"Rue Vautier",Vautierstraat,M,,relation
"Rue Verboeckhaven",Verboeckhavenstraat,M,,relation
"Rue Verheyden",Verheydenstraat,M,,relation
"Rue Verhoeven",Verhoevenstraat,M,,relation
"Rue Verhulst",Verhulststraat,M,,relation
"Rue Vervloesem",Vervloesemstraat,M,,relation
"Rue Victor Allard","Victor Allardstraat",M,,way
"Rue Victor Gambier","Victor Gambierstraat",M,,way
"Rue Victor Lowet","Victor Lowetstraat",M,,relation
"Rue Victor Mabille","Victor Mabillestraat",M,,relation
"Rue Victor Oudart","Victor Oudartstraat",M,,relation
"Rue Victor Rauter","Victor Rauterstraat",M,,relation
"Rue Victor Vanderhoeft","Victor Vanderhoeftstraat",M,,relation
"Rue Vlogaert",Vlogaertstraat,M,,way
"Rue Wauters-Koeckx",Wauters-Koeckxstraat,M,,relation
"Rue Wayez",Wayezstraat,M,,relation
"Rue Willebrord Van Perck","Willebrord Van Perckstraat",M,,relation
"Rue Willem Kuhnen","Willem Kuhnenstraat",M,,relation
"Rue d'Accolay",Accolaystraat,M,,way
"Rue de Bruyn","de Bruynstraat",M,,relation
"Rue de Fiennes","de Fiennesstraat",M,,relation
"Rue de Fierlant","de Fierlantstraat",M,,relation
"Rue de Formanoir","de Formanoirstraat",M,,relation
"Rue de Hennin","de Henninstraat",M,,relation
"Rue de Liedekerke","de Liedekerkestraat",M,,relation
"Rue de Locht","de Lochtstraat",M,,relation
"Rue de Moerkerke","de Moerkerkestraat",M,,way
"Rue de Ribaucourt","de Ribaucourtstraat",M,,relation
"Rue de Robiano","de Robianostraat",M,,relation
"Rue de Wansijn","de Wansijnstraat",M,,way
"Rue de Wautier","de Wautierstraat",M,,relation
"Sentier Guy Demanet","Guy Demanetpad",M,,way
"Square Antoine Vanlindt","Antoine Vanlindtsquare",M,,way
"Square Baron Alfred Bouvier","Baron Alfred Bouviersquare",M,,way
"Square Baron Robert Hankar","Baron Robert Hankarsquare",M,,way
"Square Camille Paulsen","Camille Paulsensquare",M,,relation
"Square Charles-Maurice Wiser","Charles-Maurice Wiserplein",M,,relation
"Square Docteur Jean Joly","Dokter Jean Jolyplein",M,,relation
"Square Emile Duployé","Emile Duployésquare",M,,relation
"Square Émile Vandervelde","Émile Vanderveldesquare",M,,relation
"Square Emile des Grées du Loû","Emile des Grées du Loû Square",M,,relation
"Square Félix Delhaye","Félix Delhayesquare",M,,way
"Square Félix Vande Sande","Félix Vande Sandesquare",M,,relation
"Square Gérard Van Caulaert","Gérard Van Caulaertsquare",M,,way
